price_change,scenario_price,quantity_index,revenue_index,gross_profit_per_unit,gross_profit_index,revenue_change,gross_profit_change,upc,model_id,reference_price,reference_cost,elasticity
-0.1,3.015,1.1829830819442846,1.0646847737498562,0.19102500000000022,0.42959810508703417,0.06468477374985615,-0.5704018949129659,1600066610,cheerios_categorical_promo,3.35,2.823975,-1.5948980779743518
-0.05,3.1825,1.085246962860619,1.0309846147175878,0.3585250000000002,0.739676189077712,0.030984614717587844,-0.26032381092228796,1600066610,cheerios_categorical_promo,3.35,2.823975,-1.5948980779743518
0.0,3.35,1.0,1.0,0.5260250000000002,1.0,0.0,0.0,1600066610,cheerios_categorical_promo,3.35,2.823975,-1.5948980779743518
0.05,3.5175,0.9251352471174307,0.9713920094733023,0.6935250000000002,1.2197222988586398,-0.028607990526697713,0.2197222988586398,1600066610,cheerios_categorical_promo,3.35,2.823975,-1.5948980779743518
0.1,3.6850000000000005,0.8589796715043808,0.944877638654819,0.8610250000000006,1.4060224735650582,-0.055122361345181004,0.40602247356505816,1600066610,cheerios_categorical_promo,3.35,2.823975,-1.5948980779743518
